Firm CRD,Investments - CD,Investments - Closed-End Funds,Investments - Commercial Paper,Investments - Corporate Debt,Investments - Equities Exchange,Investments - Equities Foreign,Investments - Equities Otc,Investments - ETFs,Investments - ETNs,Investments - Futures Intangibles,Investments - Futures Tangibles,Investments - Hedge Funds,Investments - Money Markets,Investments - Municipal Securities,Investments - Mutual Funds,Investments - Oil and Gas Partnerships,Investments - Options Commodities,Investments - Options Securities,Investments - Private Equity Funds,Investments - Private Placements,Investments - Real Estate Partnerships,Investments - REITs,Investments - UITs,Investments - US Government Securities,Investments - Variable Annuities,Investments - Variable Life,Investments - Venture Capital Funds,Investments - Warrants,Investments - Other Partnerships,Investment Strategies - Active,Investment Strategies - Alternative Investing,Investment Strategies - Builds Portfolios Of ETFS ETNS,Investment Strategies - Builds Portfolios Of Mutual Funds,Investment Strategies - ESG Impact Investing,Investment Strategies - Focus Cash Management,Investment Strategies - Focus Equities Domestic,Investment Strategies - Focus Equities International,Investment Strategies - Focus Fixed Income Taxable,Investment Strategies - Focus Fixed Income Tax Free,Investment Strategies - Long Term Buy,Investment Strategies - Margin Transactions,Investment Strategies - Option Writing,Investment Strategies - Passive,Investment Strategies - Primarily Recommends Particular Type Of Security,Investment Strategies - Proprietary Model For Security Selection,Investment Strategies - Selects Separate Account Managers,Investment Strategies - Short Sales,Investment Strategies - Short Term Buy,Investment Strategies - Socially Responsible Investing,Investment Strategies - Style Growth,Investment Strategies - Style Value,Investment Strategies - Trading,Investment Strategies - Other,Methods of Analysis - Charting,Methods of Analysis - Cyclical,Methods of Analysis - Fundamental,Methods of Analysis - Technical,Methods of Analysis - Other,Research Methods - Company Press Releases,Research Methods - Corporate Rating Services,Research Methods - Financial Publications,Research Methods - Inspection Of Corporate Records,Research Methods - SEC Filings,Research Methods - Third Party Research,Research Methods - Timing Services,Research Methods - Other Information Sources,7B Private Fund Reporting - Yes or No
332972,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
332976,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,
333284,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,Yes,,,Yes,,,
330689,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,Yes,,Yes,,,,,,Yes,,,
329900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332336,,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,,
332368,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,,,Yes,,,
332461,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Yes,,,Yes,,,
332491,,,,Yes,Yes,,,Yes,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,,,,Yes,,,
332642,,Yes,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,
333112,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,
332263,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,,Yes,,,,,,Yes,,,
331763,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,
332571,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,
332883,,,,,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,Yes,,,
333166,,Yes,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,Yes,,,
331235,,,,,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,
331940,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,Yes,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
332278,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
332770,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
332817,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,,Yes,,,Yes,,,
331856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
326155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,
332026,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
332169,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
332357,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,Yes,Yes,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
332510,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,
332582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
332833,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,
332842,,,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,,Yes,,Yes,,,Yes,,,Yes,,,,,,
332929,,,,,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,,,,,Yes,Yes,,Yes,,Yes,,,,,,,,,Yes,,,,,,
331596,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,,Yes,,,
326503,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,Yes,,,Yes,,,
331652,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
332095,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
332268,,,,,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
332302,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
332403,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
332560,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,Yes,,,,,,,,,Yes
332598,,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,,
332687,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
332804,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
332837,,,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,Yes,,,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,
332838,Yes,,,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,Yes,Yes
332879,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
333156,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
331622,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
329553,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,Yes,,Yes,,,,,,Yes,,Yes,Yes,,,,,Yes,,,Yes,,Yes,,,Yes,,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330795,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
332319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
333088,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
329971,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,Yes,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
327358,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,Yes,,,
331455,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,,,Yes,,,
331479,,Yes,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,Yes,,,
331977,,Yes,Yes,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,,
332085,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,
332414,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,
331423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
325590,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,,,
331142,,,Yes,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,
331990,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,
330251,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
332017,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
332190,Yes,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,Yes,,,Yes,,,,,Yes,,,,,,,,,
332199,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,
332574,,,,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
325837,,,Yes,Yes,,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,,,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
325170,,,,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,
331906,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
332061,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,
332191,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,
332233,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
332351,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
332547,,,,Yes,Yes,,,Yes,,,,Yes,,Yes,Yes,,,,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,,,,,,,,,
332586,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
332674,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,Yes,,,,Yes,,,,,,,,,,,
332688,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,
332759,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,
332762,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,Yes,,Yes,
332803,,Yes,,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
331419,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
331293,Yes,,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330112,Yes,,,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,
331136,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
331629,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,
332070,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
332323,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
332373,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,
332691,,,,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,
329644,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,Yes,,,,,,,,,Yes
329301,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,,,,,Yes,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
332346,,,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,,Yes,Yes
332360,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,
332423,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,Yes,,,,Yes,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
330739,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,
331593,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,
331843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
331882,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
332533,,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
332657,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,
332925,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,
331288,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
